board	laneId	laneTitle	trackId	title	station	theme	language	style	lyricsReady	cueCount
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9b8b2f04-0e8b-4270-af63-84bd21bb7574	```text	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	1f6a6bc0-d85f-4858-b13d-776e839401cf	द सनातन एक्सप्रेस	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	NULL	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	832210ad-c382-4ee4-8099-264df30ef06c	ताल: आदि तीव्र	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	128
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	58a470f5-a299-4fb9-b539-f879df9db3c0	🎵 ka kaa rahasya niraalaa	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	99
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	d85bffd9-6420-4844-bef4-34a1ed0cfffd	🎵 क का रहस्य निराला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	83
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	c086c759-c522-42a2-9718-bf85eb3d3dc7	ekla chalo re... nahi	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	131
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	f090d601-40e5-4874-b303-4bc84220564c	ka kau ke	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	51
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9438a33e-1869-4686-89f7-2b1b3746fbe8	छुक-छुक चलती कोडिंग की गाड़ी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	36
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	61a1c2e8-6e9b-4636-b976-9c0a3c82cc60	राजधर्म चक्र	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Heavy Industrial Drop, Vedic chanting trap mix, fast-paced aggressive rap cadenc	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	2ed5e119-5a3e-4f8f-9802-0b0a921375b4	महामात्य का आदेश सुनो अब	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	cc265065-cce9-480d-8e32-6f6530047d9b	कक्षा सात का गणित प्रकाश	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	37
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	28ed327a-4860-4957-a494-fcd59d36bcd9	Shankhnaad Cowbell Drop	sanaatana-vaigyaniq	Sanatan & Vedic	English	High-energy Cyberpunk Phonk fused with Aggressive Indian Drill, crushing distort	true	37
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	e038f00c-f649-44ca-8cc5-f2110a995703	कोष्ठक शंखनाद	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Raw Aggressive Indian Drill Phonk, heavy distorted 808 sub-bass, crisp metallic	true	18
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	bc9e8406-4ced-4d22-a476-896c9d6b31e3	कक्षा सात का गणित प्रकाश	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	18
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5430725d-e817-463d-8233-7d08e6bb2a8c	दिन और रात का लूप चलता है	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	48
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	7136ecc0-1cde-4b63-93df-1bd8100300b5	छट-छट चलती बुद्धि की गाड़ी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	56
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	7ad70850-e3ae-4d26-b0e9-05197e2cb4f9	शंखनाद बाइनरी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Raw Aggressive Indian Drill Phonk, heavy distorted 808 bass, crisp metallic perc	true	56
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	f6051273-d0f3-41f7-b3fe-3b657023d007	🎵 3. सनातन वैज्ञानिक एक्सप्रेस गाना	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	38
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	289f8c8d-4172-4b06-aa7f-5a73fd559b01	🎙️ रेडियो सनातन वैज्ञानिक पर महा-अभिलेखागार का ल	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	1
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9e69f682-8e35-49be-bd83-e64b31b91832	डिजिटल गुरुकुल लॉग्स	gurukul	Other / Misc	Hindi	Style: real radio, sanaatana telecast	true	1
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	8dfe144d-a4e9-4c51-8d4b-2c642a9eb4be	🎵 सनातन वैज्ञानिक एक्सप्रेस गाना: पाठ्यक्रम का त	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	16
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	1fe24a9e-568a-49b0-ba5b-a24b30c0d106	डिजिटल गुरुकुल लॉग्स	gurukul	Other / Misc	Hindi	Style: real radio, sanaatana telecast	true	1
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	161f3183-f997-4981-afda-e28650b9f92d	डिजिटल गुरुकुल-कनेक्टर	gurukul	Other / Misc	Hindi	Style: radio sanaatana telecast	true	1
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	db77a1fc-e18d-44a0-a28d-7653ea20e3c3	🎙️ रेडियो सनातन वैज्ञानिक पर महा-अभिलेखागार का ल	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	1
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	55b29326-16e4-4e61-84ab-ce7f6cd164df	साती माटी-चोला	kabir-clubbing	Rap & Fusion	Hindi	Style: Raga Bhairavi, Raga Yaman, Raga Malkauns, Sufi fusion, Rajasthani folk,	true	37
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	00702de5-9189-4230-8040-d9c213a28c7c	बम बाबा बम भोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	35
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	04511a31-131b-44c4-a3a6-d3daa32e8026	बम बाबा बम भोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	[Genre: Devotional Folk Rock, Bhajan, Energetic Chant, Rajasthani Folk] [Tempo:	true	35
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	c43bb926-b90b-41ce-b1ca-1079d49eb675	बम भोला चोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	[Genre: Devotional Folk Rock, Bhajan, Energetic Chant, Rajasthani Folk] [Tempo:	true	38
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5ca9eaf3-f217-487c-b700-28362ca02ec0	चला आर्यो का टोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	38
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	67800d7d-2832-4abd-9273-de538c1471a0	भगवा चोला बम	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	[Genre: Devotional Folk Rock, Bhajan, Energetic Chant, Rajasthani Folk] [Tempo:	true	37
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	b355bd3b-7913-40b5-8f0d-a482329e49b6	चला आर्यो का टोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	37
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	30275318-8155-4d3f-8d49-c49ddaf3e5c1	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	46
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	17abc34f-fad4-4b66-86f5-340e07c01725	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	47
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	36dbb97d-2e8b-4a53-bbec-f43d0afa75ad	तोरी बंसी की तान	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9f8b0cb8-2b2d-47cb-8906-259a2f1e6144	अमर शत्रुहंता	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	34
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	40f0eebb-2347-467a-b12f-57371526672e	आशिका न	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	59
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	8abf9e3b-198d-42d4-b547-c789d030e9fa	नाच र पिंकी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	85
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	3ab7074f-3f3a-4669-8f7d-3b93838e728b	नाच र पिंकी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	102
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	b56bd6df-5167-43b3-b0a6-cf5f42c72589	मेट्रो दरवाज़े बंद x Animatrix लोडिंग (Mashup)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	68
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	d0569990-a19a-4e68-b82b-1db44b271e2a	मेट्रो दरवाज़े बंद x Animatrix लोडिंग (Mashup)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	68
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	803ae36b-ad83-4a45-9256-606bf42e2514	मेरा अंतरमन डोले	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	68
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	e48f5522-c4e9-43c9-8080-e6a097fa596c	मेट्रो दरवाज़े बंद	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	68
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	e4126f4b-d140-4061-9c2f-294733f12904	Animatrix Loading	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9aa4b117-b9b0-46de-9c7d-4e16fadb5159	Animatrix लोड	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	40bc367c-0e8b-4773-800e-f68e8cf45f1e	Animatrix Loading	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	ad88ec20-844d-47ac-ae8e-5634a628daee	धरती का नून	kabir-clubbing	Rap & Fusion	Hindi	dark hindustani bhajan meets ambient trance  d bhairavi  72 to 108 bpm  male gri	true	57
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	47ed762a-d69b-40e3-8c6b-9feee3c9bd95	Animatrix लोड	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	a1faf499-0ae9-40d2-ac91-2d8e83b55f0c	Animatrix लोडिंग	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	64809c5c-f7d0-4faf-b884-c3a9e25efa99	**धून रे-साधो**	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Genre: Hindustani classical meets dark ambient trance, Bhairavi raga, slow burn	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	3b1bbfb3-e88d-49d5-91b4-f619dc802de3	मैं धरती का नून	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	102
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	c2da4a42-4081-4f8b-bcce-99e67d38740e	Animatrix लोडिंग	sanaatana-vaigyaniq	Sanatan & Vedic	English	Afro-Phonk Fusion, Vedic Chanting, Modern Indian Folk, Neon-Sufi, Syncopated Dje	true	66
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	55ff3fb9-78dd-47aa-954e-b679fb027780	Sanatan Data (Woodwinds)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	750b55e5-c14a-4830-b809-46c5c268bb10	Sanatan Data (FX)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	6733d2a3-417b-48bc-860b-da829db4aea6	Sanatan Data (Brass)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	df9decba-6d7a-4b41-b934-ece15438bc04	Sanatan Data (Synth)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	4038805a-13f2-4ea4-8ebc-0aaf8b8d4a63	Sanatan Data (Strings)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5b28d996-b797-44fd-84e6-91260239f99a	Sanatan Data (Percussion)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	d52c5488-160e-4898-95b6-9aba85fc57b1	Sanatan Data (Keyboard)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	06022320-56b7-4569-93f1-46ff24219ab6	Sanatan Data (Guitar)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	b6eefd3b-f41e-41d8-9e90-857f3d92e322	Sanatan Data (Bass)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	fcb87d9a-652c-460e-bc96-12071b018834	Sanatan Data (Drums)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	fad79731-3877-425f-a565-dc7a091f1209	Sanatan Data (Vocals)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	2df22d4b-e5ef-452e-9aae-60e2c60cfbb4	Sanatan Data (Backing Vocals)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	bff7af57-604d-4eb1-8620-88141375f222	Sanatan Data (Woodwinds)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	92163cc3-c08b-4c75-94ac-496254f1f521	Sanatan Data (Brass)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	fdc7c260-7895-4cf1-a49a-4c69b66d3ffd	Sanatan Data (FX)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	3afc05ed-d817-4a5d-8bc7-283c5aabfd16	Sanatan Data (Synth)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	c34d5864-b138-4724-8ce0-42b8df09bc20	Sanatan Data (Percussion)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	8fb6e001-23ae-46fd-864d-27f15ca9c8a9	Sanatan Data (Strings)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	30abfc96-11b2-4d86-b059-077e1cbd984c	Sanatan Data (Keyboard)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5c1e3da3-0ba0-4e42-ac96-403818537176	Sanatan Data (Guitar)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	b20658c7-bce6-4c52-aa19-264349be1606	Sanatan Data (Bass)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	a7d65933-ac13-4ad7-ab6a-5aa7d140a532	Sanatan Data (Drums)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	false	0
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	0e3e9b9c-f329-493b-a0a5-bc60ac1606d4	Sanatan Data (Backing Vocals)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	ebd8e4bb-3d61-4661-89bf-5f04d9c473fe	Sanatan Data (Vocals)	sanaatana-vaigyaniq	Sanatan & Vedic	English	NULL	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	3580b58a-f911-4e7a-a531-b00a0b28b285	Sanatan Data	sanaatana-vaigyaniq	Sanatan & Vedic	English	Dark Drift Phonk, Afrobeat percussion, Cyber-Sufi, Cinematic Space Atmosphere, H	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	3225dd25-cc33-46f2-a2ae-25251f5514bd	मेरा अंतरमन डोले	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	42
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	2fd61f04-cf7c-48c8-b0fc-88e954b400a3	सनातन ट्रेन	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	NULL	true	20
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	f3bece2c-8fd5-4865-af7e-d5cc311fcaf9	प्यार प्यार प्यार रहे	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	20
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	4755eedc-6653-4f47-a62c-4c49b907cf1d	🎵 नया गीत – "पंडित होने की कोशिश	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	30
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	0ee9ebdc-e004-4d32-a610-eebd7d83bb83	झूठ के नाम हज़ार.. सत्य घर में बेनाम	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	24
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	d192c358-e056-42b1-87ac-fb68c6578234	ॐ झं! झौं! झीं! फटक मार	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	22
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	676e99b3-6ffb-4c8a-b389-dcdc0ac45ece	न नाश	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	32
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	97a3a9b7-6579-4077-8f26-19f8c61113b4	शंख-कोड गूँज	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Genre: Fast-Paced Trap / Melodic Rap Neural Futurism Tempo: 150 BPM (High Energy	true	32
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	a8db0e7b-ca71-4345-9952-aebc3c4d9c7d	शून्य शंख-पैड	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Atmospheric Afro-Zen x Deep Minimalism. 110 BPM.  Texture: आवाज़ों के बजाय 'Space	true	28
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	a780eeee-8325-40dc-91b9-a2a2ee4a7515	मिटा दे नाम को	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	28
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	fad3edfd-8f23-410c-82fb-282dbdd51c59	पंडित हेमंत कुमार... दीक्षित	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	32
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	be8830ac-7a68-434c-b532-0d602396c088	शून्य-लय पंडित	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Cinematic Afro-Drill x Vedic Industrial. 110 BPM. Vocal: Deep, commanding barito	true	32
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5fc639fe-7b5a-4ff3-b972-17f25f8a13f4	शून्य-शोर अकाल	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Neo-Vedic Phonk meets Afro-Drill. 110 BPM.  Instrumentation: > * Intro (0:00-0:0	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	2c6b5c78-e36b-43aa-b1c2-7fb8770902d3	शून्य के भीतर शोर खड़ा है	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	d296596e-d584-45b6-85f0-188c6772452a	ईश्वर एक बहरूपिया	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	76
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	617e2c52-66f1-4c4c-9a88-37b2388e34c9	ये... हिस्स्स... इस-इस-इस-इस... टोरी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	25
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	c6626624-b9b4-4338-9550-008f9f82502f	दादा चेन टोरी	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Cinematic Dark Vedic-Trap, 90 BPM Hypnotic Shamanic Pulse, Multi-vocal arrangeme	true	25
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	f4a8a880-7287-459d-8490-d48a3278d365	Zindagi guzar rahi sabki jor-aazmaish mein	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	41
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	5068a560-60b3-4b89-8e83-0043262dc67f	What is truth? What is a lie	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	52
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	212b81f6-e8b1-474c-9352-45c27deed354	आवाज़ों की अदालत	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	29
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	9e058f7c-2ab6-4715-a723-643881330f31	आवाज़ों की अदालत	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	31
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	e69716ad-6001-4c92-9160-2a4a79565ed6	पकड़ लिया एटम एक P.H.K.D. हुया दीवाना	sanaatana-vaigyaniq	Sanatan & Vedic	English	Sanatan & Vedic	true	34
albums	sanaatana-vedic-frequency	Sanaatana Vedic Frequency	e16d94cb-b3c5-4238-a1c5-c60c69bed286	गात झुनझुनी खावे	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	true	61
