id	title	createdAt	duration	model	tags	catalogMatched	canPlay	coverRelativePath	audioRelativePath	rightsStatus	releaseAllowed
bcb08d50-076e-4408-ae04-389701191ee3	हनु-मान् हनु	2026-05-24T13:43:06.736Z	7:59	chirp-fenix	[Style of Music: Global Sovereign Calibration] Hyper-dynamic K-12 educational fusion, calibrated tempos from 105 to 155 BPM shifting dynamically across stages. Raw, crisp "Chhat-Chhat" syncopated rhythm strike (chhat=chhat phonetic strike mapping). Blends traditional Indian folk, acoustic Sufi harmonium, and majestic dholki loops with modern industrial cyberpunk drill, sub-bass trap stabs, and progressive synth-orchestral metal. Vocals must be hyper-articulated, raw, high-impact, featuring a parallel bilingual dictionary interface grid. Absolute zero celebrity likeness.	true	true	assets/covers/bcb08d50-076e-4408-ae04-389701191ee3.jpeg	assets/audio/bcb08d50-076e-4408-ae04-389701191ee3.mp3	NULL	false
5873f9a6-c7cc-475b-8560-a6200c367731	हनु-मान् हनु	2026-05-24T13:43:06.736Z	7:59	chirp-fenix	[Style of Music: Global Sovereign Calibration] Hyper-dynamic K-12 educational fusion, calibrated tempos from 105 to 155 BPM shifting dynamically across stages. Raw, crisp "Chhat-Chhat" syncopated rhythm strike (chhat=chhat phonetic strike mapping). Blends traditional Indian folk, acoustic Sufi harmonium, and majestic dholki loops with modern industrial cyberpunk drill, sub-bass trap stabs, and progressive synth-orchestral metal. Vocals must be hyper-articulated, raw, high-impact, featuring a parallel bilingual dictionary interface grid. Absolute zero celebrity likeness.	true	true	assets/covers/5873f9a6-c7cc-475b-8560-a6200c367731.jpeg	assets/audio/5873f9a6-c7cc-475b-8560-a6200c367731.mp3	NULL	false
a24721b3-51c9-48b8-997b-0aab5ae3f158	ह्-हनु अनुमान	2026-05-24T13:36:27.279Z	0:33	chirp-fenix	Fast-paced hyper-articulated phonetic staccato trap-folk, 115 BPM, rapid rhythmic handclaps, raw "Chhat-Chhat" syncopated strike, aggressive electronic dholak sub-bass stabs, hypnotic vocal chant delivery, zero celebrity likeness.	true	true	assets/covers/a24721b3-51c9-48b8-997b-0aab5ae3f158.jpeg	assets/audio/a24721b3-51c9-48b8-997b-0aab5ae3f158.mp3	NULL	false
39c60af7-873d-464c-ab83-86a116aa3a19	ह्-हनु अनुमान	2026-05-24T13:36:27.279Z	0:22	chirp-fenix	Fast-paced hyper-articulated phonetic staccato trap-folk, 115 BPM, rapid rhythmic handclaps, raw "Chhat-Chhat" syncopated strike, aggressive electronic dholak sub-bass stabs, hypnotic vocal chant delivery, zero celebrity likeness.	true	true	assets/covers/39c60af7-873d-464c-ab83-86a116aa3a19.jpeg	assets/audio/39c60af7-873d-464c-ab83-86a116aa3a19.mp3	NULL	false
31cd60d6-6b7d-4e15-9847-9c3866d60440	चक्र-इंजन शंखनाद	2026-05-24T13:29:49.425Z	3:37	chirp-fenix	Aggressive cinematic Vedic folk-hop epic, 115 BPM, intense traditional Chalisa rhythmic cadence, heavy sub-bass stabs, syncopated deep dhol rolls, sweeping electronic synths, sharp "Chhat-Chhat" syncopated handclaps, hyper-clear strategic engineering vocals, absolute zero celebrity likeness.	true	true	assets/covers/31cd60d6-6b7d-4e15-9847-9c3866d60440.jpeg	assets/audio/31cd60d6-6b7d-4e15-9847-9c3866d60440.mp3	NULL	false
83db2f7e-ae48-418d-9587-c807af8e24e3	चक्र-इंजन शंखनाद	2026-05-24T13:29:49.425Z	3:08	chirp-fenix	Aggressive cinematic Vedic folk-hop epic, 115 BPM, intense traditional Chalisa rhythmic cadence, heavy sub-bass stabs, syncopated deep dhol rolls, sweeping electronic synths, sharp "Chhat-Chhat" syncopated handclaps, hyper-clear strategic engineering vocals, absolute zero celebrity likeness.	true	true	assets/covers/83db2f7e-ae48-418d-9587-c807af8e24e3.jpeg	assets/audio/83db2f7e-ae48-418d-9587-c807af8e24e3.mp3	NULL	false
7333a108-d5a5-4cf4-9e36-6ce6aec10997	Chhat-Chhat Sanaatana	2026-05-24T12:33:57.613Z	2:11	chirp-fenix		true	true	assets/covers/7333a108-d5a5-4cf4-9e36-6ce6aec10997.jpeg	assets/audio/7333a108-d5a5-4cf4-9e36-6ce6aec10997.mp3	NULL	false
1fe3b620-3a18-4632-b128-12c1b2245f47	Chhat-Chhat Sanaatana	2026-05-24T12:33:57.613Z	2:15	chirp-fenix		true	true	assets/covers/1fe3b620-3a18-4632-b128-12c1b2245f47.jpeg	assets/audio/1fe3b620-3a18-4632-b128-12c1b2245f47.mp3	NULL	false
1f6a6bc0-d85f-4858-b13d-776e839401cf	द सनातन एक्सप्रेस	2026-05-24T12:10:01.812Z	3:19	chirp-fenix		true	true	assets/covers/1f6a6bc0-d85f-4858-b13d-776e839401cf.jpeg	assets/audio/1f6a6bc0-d85f-4858-b13d-776e839401cf.mp3	NULL	false
9b8b2f04-0e8b-4270-af63-84bd21bb7574	द सनातन एक्सप्रेस	2026-05-24T12:10:01.812Z	3:29	chirp-fenix		true	true	assets/covers/9b8b2f04-0e8b-4270-af63-84bd21bb7574.jpeg	assets/audio/9b8b2f04-0e8b-4270-af63-84bd21bb7574.mp3	NULL	false
ce81e083-36e5-4e52-9024-06159cb42409	Kash Bachpan Phir	2026-05-24T10:02:22.431Z	3:26	chirp-fenix	Braj folk mixed with funky pop. Bollywood dance style. Fast tempo 115 BPM. Male energetic voice with Braj accent, playful and slightly autotuned. Instruments: funky slap bass, EDM flute, dholak, electro bhangra beat, synth pad. Lyrics in Hindi with Braj words. Theme: childhood memories of Braj streets — fighting with siblings, mother's morning kitchen, school, summer vacation at grandmother's house, sleeping on terrace, father's Bhagwat Katha, mother's exam alarm, but with a party/fun vibe. Chorus: "Kash wo bachpan phir se laut aaye". Not sad, but energetic and nostalgic-fun. Music should make people dance and smile. Outro with laughing sound and flute solo. 3 minutes.	true	true	assets/covers/ce81e083-36e5-4e52-9024-06159cb42409.jpeg	assets/audio/ce81e083-36e5-4e52-9024-06159cb42409.mp3	NULL	false
684a2e17-9992-459b-970a-279f3f506e59	Kash Bachpan Phir	2026-05-24T10:02:22.430Z	3:18	chirp-fenix	Braj folk mixed with funky pop. Bollywood dance style. Fast tempo 115 BPM. Male energetic voice with Braj accent, playful and slightly autotuned. Instruments: funky slap bass, EDM flute, dholak, electro bhangra beat, synth pad. Lyrics in Hindi with Braj words. Theme: childhood memories of Braj streets — fighting with siblings, mother's morning kitchen, school, summer vacation at grandmother's house, sleeping on terrace, father's Bhagwat Katha, mother's exam alarm, but with a party/fun vibe. Chorus: "Kash wo bachpan phir se laut aaye". Not sad, but energetic and nostalgic-fun. Music should make people dance and smile. Outro with laughing sound and flute solo. 3 minutes.	true	true	assets/covers/684a2e17-9992-459b-970a-279f3f506e59.jpeg	assets/audio/684a2e17-9992-459b-970a-279f3f506e59.mp3	NULL	false
6d0a9964-c0d3-45cf-925a-c9fa28f97ba3	छत की चादर	2026-05-24T09:43:25.283Z	3:38	chirp-fenix	[Style: Hindustani Classical + Folk + Bollywood Sad + Acoustic Guitar + Tabla + Harmonium] [Tempo: Slow to Medium, 70 BPM] [Voice: Female, Melancholic, Nostalgic, Hindi with Braj touch] [Mood: Emotional, Remembering childhood, Warm yet sad] Hindi nostalgic childhood song. Male emotional voice. Slow tempo 70 BPM. Instruments: Tabla, Harmonium, Acoustic Guitar, Soft Flute. Raga blend: Bhairav (morning feel), Yaman (night sky), MalKauns (sadness). Lyrics in Hindi about missing childhood: fighting with siblings, mother's morning alarm, summer vacations at grandmother's house, sleeping on terrace, Bhagwat katha with father. Chorus: "Kash wo bachpan phir se laut aaye". Ending with fading harmonium. 3-4 minutes long. Melancholic but warm.	true	true	assets/covers/6d0a9964-c0d3-45cf-925a-c9fa28f97ba3.jpeg	assets/audio/6d0a9964-c0d3-45cf-925a-c9fa28f97ba3.mp3	NULL	false
2cde1a1a-4b66-4a74-ba16-bd13a1f93fd4	छत की चादर	2026-05-24T09:43:25.283Z	3:18	chirp-fenix	[Style: Hindustani Classical + Folk + Bollywood Sad + Acoustic Guitar + Tabla + Harmonium] [Tempo: Slow to Medium, 70 BPM] [Voice: Female, Melancholic, Nostalgic, Hindi with Braj touch] [Mood: Emotional, Remembering childhood, Warm yet sad] Hindi nostalgic childhood song. Male emotional voice. Slow tempo 70 BPM. Instruments: Tabla, Harmonium, Acoustic Guitar, Soft Flute. Raga blend: Bhairav (morning feel), Yaman (night sky), MalKauns (sadness). Lyrics in Hindi about missing childhood: fighting with siblings, mother's morning alarm, summer vacations at grandmother's house, sleeping on terrace, Bhagwat katha with father. Chorus: "Kash wo bachpan phir se laut aaye". Ending with fading harmonium. 3-4 minutes long. Melancholic but warm.	true	true	assets/covers/2cde1a1a-4b66-4a74-ba16-bd13a1f93fd4.jpeg	assets/audio/2cde1a1a-4b66-4a74-ba16-bd13a1f93fd4.mp3	NULL	false
467d741a-c022-402a-b47d-0a2abb53f043	छत वाला सितारों	2026-05-24T09:36:53.644Z	3:30	chirp-fenix	[Style: Hindustani Classical + Folk + Bollywood Sad + Acoustic Guitar + Tabla + Harmonium] [Tempo: Slow to Medium, 70 BPM] [Voice: Female, Melancholic, Nostalgic, Hindi with Braj touch] [Mood: Emotional, Remembering childhood, Warm yet sad] Hindi nostalgic childhood song. Male emotional voice. Slow tempo 70 BPM. Instruments: Tabla, Harmonium, Acoustic Guitar, Soft Flute. Raga blend: Bhairav (morning feel), Yaman (night sky), MalKauns (sadness). Lyrics in Hindi about missing childhood: fighting with siblings, mother's morning alarm, summer vacations at grandmother's house, sleeping on terrace, Bhagwat katha with father. Chorus: "Kash wo bachpan phir se laut aaye". Ending with fading harmonium. 3-4 minutes long. Melancholic but warm.	true	true	assets/covers/467d741a-c022-402a-b47d-0a2abb53f043.jpeg	assets/audio/467d741a-c022-402a-b47d-0a2abb53f043.mp3	NULL	false
b1bd425e-a117-432d-81ca-2acb4c87fa00	छत वाला सितारों	2026-05-24T09:36:53.643Z	3:53	chirp-fenix	[Style: Hindustani Classical + Folk + Bollywood Sad + Acoustic Guitar + Tabla + Harmonium] [Tempo: Slow to Medium, 70 BPM] [Voice: Female, Melancholic, Nostalgic, Hindi with Braj touch] [Mood: Emotional, Remembering childhood, Warm yet sad] Hindi nostalgic childhood song. Male emotional voice. Slow tempo 70 BPM. Instruments: Tabla, Harmonium, Acoustic Guitar, Soft Flute. Raga blend: Bhairav (morning feel), Yaman (night sky), MalKauns (sadness). Lyrics in Hindi about missing childhood: fighting with siblings, mother's morning alarm, summer vacations at grandmother's house, sleeping on terrace, Bhagwat katha with father. Chorus: "Kash wo bachpan phir se laut aaye". Ending with fading harmonium. 3-4 minutes long. Melancholic but warm.	true	true	assets/covers/b1bd425e-a117-432d-81ca-2acb4c87fa00.jpeg	assets/audio/b1bd425e-a117-432d-81ca-2acb4c87fa00.mp3	NULL	false
832210ad-c382-4ee4-8099-264df30ef06c	काली-कलम-का	2026-05-24T09:25:24.379Z	5:59	chirp-fenix	. 🎵 KA KAA RAHASYA (क का रहस्य) [मृदंगम – – सारंगी संग ] Add sargam notation (सा रे ग म) for the melody. Add Punjabi style: सा पा सा सा).	true	true	assets/covers/832210ad-c382-4ee4-8099-264df30ef06c.jpeg	assets/audio/832210ad-c382-4ee4-8099-264df30ef06c.mp3	NULL	false
236a15f1-5e9d-4489-9d6a-28e76211f10f	काली-कलम-का	2026-05-24T09:25:24.379Z	5:54	chirp-fenix	. 🎵 KA KAA RAHASYA (क का रहस्य) [मृदंगम – – सारंगी संग ] Add sargam notation (सा रे ग म) for the melody. Add Punjabi style: सा पा सा सा).	true	true	assets/covers/236a15f1-5e9d-4489-9d6a-28e76211f10f.jpeg	assets/audio/236a15f1-5e9d-4489-9d6a-28e76211f10f.mp3	NULL	false
d85bffd9-6420-4844-bef4-34a1ed0cfffd	काली कलम	2026-05-24T08:59:27.694Z	5:59	chirp-fenix	. 🎵 KA KAA RAHASYA (क का रहस्य) A Narrator-Style Neural Mystical Ballad Direction: Narrator (🎤) – slower, chanting tone. Poet (🎵) – raw, questioning. Refrain (R) – sung together. Chant (🕉️) – call and response. Outro fades to silence.	true	true	assets/covers/d85bffd9-6420-4844-bef4-34a1ed0cfffd.jpeg	assets/audio/d85bffd9-6420-4844-bef4-34a1ed0cfffd.mp3	NULL	false
2cba3a04-39a7-4cb7-8c74-33800f3a25d7	काली कलम	2026-05-24T08:59:27.694Z	5:28	chirp-fenix	. 🎵 KA KAA RAHASYA (क का रहस्य) A Narrator-Style Neural Mystical Ballad Direction: Narrator (🎤) – slower, chanting tone. Poet (🎵) – raw, questioning. Refrain (R) – sung together. Chant (🕉️) – call and response. Outro fades to silence.	true	true	assets/covers/2cba3a04-39a7-4cb7-8c74-33800f3a25d7.jpeg	assets/audio/2cba3a04-39a7-4cb7-8c74-33800f3a25d7.mp3	NULL	false
58a470f5-a299-4fb9-b539-f879df9db3c0	कागद काली कलम	2026-05-24T08:25:25.008Z	5:58	chirp-fenix		true	true	assets/covers/58a470f5-a299-4fb9-b539-f879df9db3c0.jpeg	assets/audio/58a470f5-a299-4fb9-b539-f879df9db3c0.mp3	NULL	false
8aee516c-0320-41bb-9f30-695a8a3b34df	कागद काली कलम	2026-05-24T08:25:25.007Z	5:33	chirp-fenix		true	true	assets/covers/8aee516c-0320-41bb-9f30-695a8a3b34df.jpeg	assets/audio/8aee516c-0320-41bb-9f30-695a8a3b34df.mp3	NULL	false
3c08a390-57b0-4deb-b710-ffd81cd63cec	Ka Kau Question	2026-05-24T06:02:40.369Z	5:37	chirp-fenix	🎵 Song: Ka Kaa Rahasya (The Secret of 'Ka') Style: Neural Narrative mystical ballad / Shabad-Kirtan with dialogue Mood: Reverent, provocative, ecstatic, paradoxical	true	true	assets/covers/3c08a390-57b0-4deb-b710-ffd81cd63cec.jpeg	assets/audio/3c08a390-57b0-4deb-b710-ffd81cd63cec.mp3	NULL	false
c086c759-c522-42a2-9718-bf85eb3d3dc7	Ka Kau Question	2026-05-24T06:02:40.369Z	5:47	chirp-fenix	🎵 Song: Ka Kaa Rahasya (The Secret of 'Ka') Style: Neural Narrative mystical ballad / Shabad-Kirtan with dialogue Mood: Reverent, provocative, ecstatic, paradoxical	true	true	assets/covers/c086c759-c522-42a2-9718-bf85eb3d3dc7.jpeg	assets/audio/c086c759-c522-42a2-9718-bf85eb3d3dc7.mp3	NULL	false
0d2391f0-56a0-4e55-b0a6-3054cf623259	Kaahe Kaagaz	2026-05-24T05:56:03.242Z	4:47	chirp-fenix		true	true	assets/covers/0d2391f0-56a0-4e55-b0a6-3054cf623259.jpeg	assets/audio/0d2391f0-56a0-4e55-b0a6-3054cf623259.mp3	NULL	false
8eb95048-e740-4624-99bf-e1c3293c9dfb	Kaahe Kaagaz	2026-05-24T05:56:03.242Z	4:41	chirp-fenix		true	true	assets/covers/8eb95048-e740-4624-99bf-e1c3293c9dfb.jpeg	assets/audio/8eb95048-e740-4624-99bf-e1c3293c9dfb.mp3	NULL	false
e0c8c103-aedf-4560-a5f1-875275518f0f	Kaal Likhe Kaal	2026-05-24T05:39:04.781Z	4:54	chirp-fenix		true	true	assets/covers/e0c8c103-aedf-4560-a5f1-875275518f0f.jpeg	assets/audio/e0c8c103-aedf-4560-a5f1-875275518f0f.mp3	NULL	false
da4174c6-2d45-4d98-8050-72dcb85f6fb9	Kaal Likhe Kaal	2026-05-24T05:39:04.781Z	5:06	chirp-fenix		true	true	assets/covers/da4174c6-2d45-4d98-8050-72dcb85f6fb9.jpeg	assets/audio/da4174c6-2d45-4d98-8050-72dcb85f6fb9.mp3	NULL	false
f090d601-40e5-4874-b303-4bc84220564c	Kaa Rahasya	2026-05-24T05:14:19.390Z	2:55	chirp-fenix		true	true	assets/covers/f090d601-40e5-4874-b303-4bc84220564c.jpeg	assets/audio/f090d601-40e5-4874-b303-4bc84220564c.mp3	NULL	false
dec1c74f-f3ae-4b2b-b293-27081aef1c5e	Kaa Rahasya	2026-05-24T05:14:19.390Z	2:24	chirp-fenix		true	true	assets/covers/dec1c74f-f3ae-4b2b-b293-27081aef1c5e.jpeg	assets/audio/dec1c74f-f3ae-4b2b-b293-27081aef1c5e.mp3	NULL	false
6c05306f-bf60-44fc-9a7c-cd6a8d07190d	छुक-छुक गाड़ी	2026-05-23T16:25:15.704Z	3:33	chirp-fenix	Playful energetic Indian classical folk-pop, 112 BPM, bouncy tech-folk sarangi, crisp syncopated handclaps, bright mridang, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/6c05306f-bf60-44fc-9a7c-cd6a8d07190d.jpeg	assets/audio/6c05306f-bf60-44fc-9a7c-cd6a8d07190d.mp3	NULL	false
c0a0b8a2-6b5b-4c50-a7d1-5bd85bd7e24d	छुक-छुक गाड़ी	2026-05-23T16:25:15.704Z	3:25	chirp-fenix	Playful energetic Indian classical folk-pop, 112 BPM, bouncy tech-folk sarangi, crisp syncopated handclaps, bright mridang, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/c0a0b8a2-6b5b-4c50-a7d1-5bd85bd7e24d.jpeg	assets/audio/c0a0b8a2-6b5b-4c50-a7d1-5bd85bd7e24d.mp3	NULL	false
8334c7f3-00ab-48e5-8e90-fae9c7898ec4	छुक-छुक भाषा गाड़ी	2026-05-23T16:21:52.539Z	3:28	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/8334c7f3-00ab-48e5-8e90-fae9c7898ec4.jpeg	assets/audio/8334c7f3-00ab-48e5-8e90-fae9c7898ec4.mp3	NULL	false
130d4a7c-79cc-4c0e-827e-a011ef1e0689	छुक-छुक भाषा गाड़ी	2026-05-23T16:21:52.539Z	3:30	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/130d4a7c-79cc-4c0e-827e-a011ef1e0689.jpeg	assets/audio/130d4a7c-79cc-4c0e-827e-a011ef1e0689.mp3	NULL	false
935837be-7dfb-4f7d-ae0c-36743a8de966	छुक-छुक भाषा गाड़ी	2026-05-23T05:46:58.430Z	3:38	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/935837be-7dfb-4f7d-ae0c-36743a8de966.jpeg	assets/audio/935837be-7dfb-4f7d-ae0c-36743a8de966.mp3	NULL	false
4de46a49-de10-4bc4-8e89-bded6e92e5e8	छुक-छुक भाषा गाड़ी	2026-05-23T05:46:58.430Z	3:33	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic dual-voice enthusiastic vocals, clear child-friendly articulation, happy educational translation vibe, raw and crisp but gentle impact.	true	true	assets/covers/4de46a49-de10-4bc4-8e89-bded6e92e5e8.jpeg	assets/audio/4de46a49-de10-4bc4-8e89-bded6e92e5e8.mp3	NULL	false
d3047e94-747e-478b-84d0-ebcd931b6ebf	छुक-छुक कोडिंग गाड़ी	2026-05-23T04:46:39.405Z	4:17	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic enthusiastic vocals, clear child-friendly articulation, happy educational vibe, raw and crisp but gentle impact.	true	true	assets/covers/d3047e94-747e-478b-84d0-ebcd931b6ebf.jpeg	assets/audio/d3047e94-747e-478b-84d0-ebcd931b6ebf.mp3	NULL	false
9438a33e-1869-4686-89f7-2b1b3746fbe8	छुक-छुक कोडिंग गाड़ी	2026-05-23T04:46:39.405Z	4:28	chirp-fenix	Playful energetic Indian electronic folk-pop, 112 BPM, bouncy tech-folk drums, crisp syncopated handclaps, bright acoustic bamboo flute, warm rhythmic sitar plucks, clean melodic enthusiastic vocals, clear child-friendly articulation, happy educational vibe, raw and crisp but gentle impact.	true	true	assets/covers/9438a33e-1869-4686-89f7-2b1b3746fbe8.jpeg	assets/audio/9438a33e-1869-4686-89f7-2b1b3746fbe8.mp3	NULL	false
61a1c2e8-6e9b-4636-b976-9c0a3c82cc60	राजधर्म चक्र	2026-05-23T01:48:40.835Z	3:33	chirp-fenix	Heavy Industrial Drop, Vedic chanting trap mix, fast-paced aggressive rap cadence, deep low-end 808 sub-bass stamps, sharp metallic snare rolls, maximum raw authoritative male vocal presence, intense sovereign statecraft cinematic theme.	true	true	assets/covers/61a1c2e8-6e9b-4636-b976-9c0a3c82cc60.jpeg	assets/audio/61a1c2e8-6e9b-4636-b976-9c0a3c82cc60.mp3	NULL	false
2ed5e119-5a3e-4f8f-9802-0b0a921375b4	राजधर्म चक्र	2026-05-23T01:48:40.835Z	3:47	chirp-fenix	Heavy Industrial Drop, Vedic chanting trap mix, fast-paced aggressive rap cadence, deep low-end 808 sub-bass stamps, sharp metallic snare rolls, maximum raw authoritative male vocal presence, intense sovereign statecraft cinematic theme.	true	true	assets/covers/2ed5e119-5a3e-4f8f-9802-0b0a921375b4.jpeg	assets/audio/2ed5e119-5a3e-4f8f-9802-0b0a921375b4.mp3	NULL	false
0551f9c5-85b2-43c5-a715-b29b3a10df0c	कबीर निर्गुण	2026-05-23T01:46:45.019Z	3:45	chirp-fenix	Acoustic Neural Trans fused with Raw Crisp Drill Beats, emotional Sufi-Drill vocal textures, high-impact syncopated claps, deep cinematic atmospheric soundscapes, intense low-end bass drop, pure and honest Indian soul identity.	true	true	assets/covers/0551f9c5-85b2-43c5-a715-b29b3a10df0c.jpeg	assets/audio/0551f9c5-85b2-43c5-a715-b29b3a10df0c.mp3	NULL	false
