id	title	recordKind	cueCount	durationSeconds	timingBasis	timingVerified	syncMode	structuralStatus	issueCount
28ed327a-4860-4957-a494-fcd59d36bcd9	Shankhnaad Cowbell Drop	catalog	37	174.04	ffprobe-duration	false	estimated-spread	pass	0
e038f00c-f649-44ca-8cc5-f2110a995703	कोष्ठक शंखनाद	catalog	18	69.36	ffprobe-duration	false	estimated-spread	pass	0
bc9e8406-4ced-4d22-a476-896c9d6b31e3	कक्षा सात का गणित प्रकाश	catalog	18	185.64	ffprobe-duration	false	estimated-spread	pass	0
eae4f2af-ad53-414e-b47b-70dcd331427a	चांदी का सिक्का	catalog	46	211.8	ffprobe-duration	false	estimated-spread	pass	0
961c3ee7-95d5-4fc3-86be-9fc9344cb1b1	चाणक्य की नीति गाओ	catalog	46	218.96	ffprobe-duration	false	estimated-spread	pass	0
ee8190df-8ed5-4fd2-b83e-f6908dad6089	तेईस दशमलव पाँच	catalog	48	294.76	ffprobe-duration	false	estimated-spread	pass	0
5430725d-e817-463d-8233-7d08e6bb2a8c	दिन और रात का लूप चलता है	catalog	48	322.04	ffprobe-duration	false	estimated-spread	pass	0
7136ecc0-1cde-4b63-93df-1bd8100300b5	छट-छट चलती बुद्धि की गाड़ी	catalog	56	215.92	ffprobe-duration	false	estimated-spread	pass	0
7ad70850-e3ae-4d26-b0e9-05197e2cb4f9	शंखनाद बाइनरी	catalog	56	196.6	ffprobe-duration	false	estimated-spread	pass	0
ccd4fdeb-6879-4797-ae1f-f37fe6330b64	पिंगल-बाइनरी ट्राम	catalog	38	207.2	ffprobe-duration	false	estimated-spread	pass	0
f6051273-d0f3-41f7-b3fe-3b657023d007	🎵 3. सनातन वैज्ञानिक एक्सप्रेस गाना	catalog	38	225.96	ffprobe-duration	false	estimated-spread	pass	0
289f8c8d-4172-4b06-aa7f-5a73fd559b01	🎙️ रेडियो सनातन वैज्ञानिक पर महा-अभिलेखागार का ल	catalog	1	256.84	ffprobe-duration	false	estimated-spread	pass	0
ac3bbd7c-13ce-4c58-8852-a3ba11cf9d62	कोर लॉग्स लाइव	catalog	1	216.96	ffprobe-duration	false	estimated-spread	pass	0
cac083e2-5eba-42df-a500-188660293076	डिजिटल गुरुकुल मैट्रिक्स	catalog	16	99.88	ffprobe-duration	false	estimated-spread	pass	0
9e69f682-8e35-49be-bd83-e64b31b91832	डिजिटल गुरुकुल लॉग्स	catalog	1	207.32	ffprobe-duration	false	estimated-spread	pass	0
8dfe144d-a4e9-4c51-8d4b-2c642a9eb4be	🎵 सनातन वैज्ञानिक एक्सप्रेस गाना: पाठ्यक्रम का त	catalog	16	143.04	ffprobe-duration	false	estimated-spread	pass	0
1fe24a9e-568a-49b0-ba5b-a24b30c0d106	डिजिटल गुरुकुल लॉग्स	catalog	1	240.56	ffprobe-duration	false	estimated-spread	pass	0
161f3183-f997-4981-afda-e28650b9f92d	डिजिटल गुरुकुल-कनेक्टर	catalog	1	198.64	ffprobe-duration	false	estimated-spread	pass	0
db77a1fc-e18d-44a0-a28d-7653ea20e3c3	🎙️ रेडियो सनातन वैज्ञानिक पर महा-अभिलेखागार का ल	catalog	1	258.36	ffprobe-duration	false	estimated-spread	pass	0
1c0f3567-660d-40a2-8672-943688dd3c89	O meri bhaarat maataa	catalog	52	267	ffprobe-duration	false	estimated-spread	pass	0
d60bbdd7-852b-4638-9bfc-de2be9c9f0e9	Reversed Sitar Whisper	catalog	52	261.76	ffprobe-duration	false	estimated-spread	pass	0
b1673a2d-91fa-478f-a3c3-79d253fd7444	परदेसां धड़कन	catalog	51	314.88	ffprobe-duration	false	estimated-spread	pass	0
6145df1e-62b2-4fd3-a150-ebef60393608	O meri bhaarat maataa	catalog	51	336.6	ffprobe-duration	false	estimated-spread	pass	0
4f82c591-30f7-4369-8544-9c90f7b11d0d	रही धड़क ना सीने में।	catalog	48	304.84	ffprobe-duration	false	estimated-spread	pass	0
60bb8f17-03b5-4159-ab31-2927d80a2629	Distorted Sarangi Wobble	catalog	48	295.68	ffprobe-duration	false	estimated-spread	pass	0
6657399e-3da3-424d-9965-024cc4786644	Tanpura Rainbird	catalog	45	280.48	ffprobe-duration	false	estimated-spread	pass	0
4c151ea0-4e12-4f3c-8767-e25ed0ee02cb	तेरे बिना मैंने परदेसां में	catalog	45	313	ffprobe-duration	false	estimated-spread	pass	0
2f7dc4d3-998d-4f4c-b011-9f88e7a482c1	Tanpura Rainbird	catalog	45	285.68	ffprobe-duration	false	estimated-spread	pass	0
9da0a583-254e-4712-bf3d-e40b49a6856e	परदेसां कीधूप	catalog	45	302.64	ffprobe-duration	false	estimated-spread	pass	0
ee86a23e-0007-4d04-99f8-4b605086de9e	रही धड़क ना सीने में।	catalog	44	299.36	ffprobe-duration	false	estimated-spread	pass	0
cb8ff251-d3a7-4271-a3a0-33969db28cb0	Paradesi Wobble	catalog	44	270.48	ffprobe-duration	false	estimated-spread	pass	0
55b29326-16e4-4e61-84ab-ce7f6cd164df	साती माटी-चोला	catalog	37	298.36	ffprobe-duration	false	estimated-spread	pass	0
a3348700-9ecb-4d78-8344-aaf875575f8f	तेरे बिना मैंने परदेसां में	catalog	37	334.64	ffprobe-duration	false	estimated-spread	pass	0
e73bb277-81d9-40d3-94bc-f8f3f7893688	O my darling	catalog	58	331	ffprobe-duration	false	estimated-spread	pass	0
6058ab0b-f41c-4639-a96a-1b58b31a999d	परदेसा धड़कन	catalog	58	313.32	ffprobe-duration	false	estimated-spread	pass	0
6773c614-261b-461b-9eab-54efb5810575	साहब	catalog	49	297.72	ffprobe-duration	false	estimated-spread	pass	0
989e203d-59cf-43b4-b450-bd5f5fdf28a6	ख़्वाब-धागा आधा	catalog	49	289.52	ffprobe-duration	false	estimated-spread	pass	0
62780b6c-9eb0-43e2-91f7-38e05b1458db	साहब	catalog	23	193.64	ffprobe-duration	false	estimated-spread	pass	0
081d7d0e-d5f4-455e-9716-46f8bfcd192f	साहब खोज जंग	catalog	23	178.04	ffprobe-duration	false	estimated-spread	pass	0
8433a493-5a44-4032-8243-bc0263a6ba2f	जमा उघाड़ी	catalog	64	356.84	ffprobe-duration	false	estimated-spread	pass	0
9a501fdc-42a2-43b9-b72f-4acea519537c	जिंदगी... तू जमा उघाड़ी है	catalog	64	389.04	ffprobe-duration	false	estimated-spread	pass	0
27601dd5-f441-413d-bb6e-6efae567a7f7	आँखें रातभर	catalog	29	189.72	ffprobe-duration	false	estimated-spread	pass	0
eeadca81-afe0-426b-aec0-9bb8e7226283	जिंदगी... तू जमा उघाड़ी है	catalog	29	193.4	ffprobe-duration	false	estimated-spread	pass	0
d02ff9aa-08de-4c3c-894a-5d78bf3883f8	जैठ की दुपहरी	catalog	25	248.28	ffprobe-duration	false	estimated-spread	pass	0
b39097fb-81be-40f8-bc18-46c757b2ce0c	जिंदगी... तू जमा उघाड़ी है	catalog	25	253.24	ffprobe-duration	false	estimated-spread	pass	0
79c1b363-10f4-4f23-a2d0-846a1ff744ec	जाट जाट जाट जाट खिले हुए rose हैं	catalog	54	230.92	ffprobe-duration	false	estimated-spread	pass	0
de8f6167-d436-420a-93af-8127c00e163b	सवा लाख जाट	catalog	54	202.28	ffprobe-duration	false	estimated-spread	pass	0
42bde3ea-cba3-4e45-acdb-d8b8a10379ca	जाट जाट जाट जाट खिले हुए rose हैं	catalog	34	251.08	ffprobe-duration	false	estimated-spread	pass	0
a10e118d-a2df-428c-add4-6624a46a39fc	जटाओं की गड़गड़ाहट	catalog	34	239.92	ffprobe-duration	false	estimated-spread	pass	0
d3340fe8-0440-4a60-afec-7b57312659b8	जटाओं की डमकार	catalog	34	202.32	ffprobe-duration	false	estimated-spread	pass	0
c7719c74-3520-40ba-9a5a-48be9a8e9af4	जटाओं की डमकार	catalog	34	231.16	ffprobe-duration	false	estimated-spread	pass	0
7e3ed4ad-570a-4867-849a-9eae418e6564	बम भोला बम	catalog	35	143.44	ffprobe-duration	false	estimated-spread	pass	0
c180868a-e9f9-4af0-b85f-9e47ea6a94a0	बम भोला बम	catalog	35	131.84	ffprobe-duration	false	estimated-spread	pass	0
7c43c6d1-991a-46e1-b557-7e9b8528b4a3	भगवा चोला	catalog	35	144.92	ffprobe-duration	false	estimated-spread	pass	0
acce7b02-b36e-4aa7-8bc4-899e425e1f7f	भगवा चोला	catalog	35	134.52	ffprobe-duration	false	estimated-spread	pass	0
00702de5-9189-4230-8040-d9c213a28c7c	बम बाबा बम भोला	catalog	35	217.24	ffprobe-duration	false	estimated-spread	pass	0
04511a31-131b-44c4-a3a6-d3daa32e8026	बम बाबा बम भोला	catalog	35	205	ffprobe-duration	false	estimated-spread	pass	0
c43bb926-b90b-41ce-b1ca-1079d49eb675	बम भोला चोला	catalog	38	195.84	ffprobe-duration	false	estimated-spread	pass	0
5ca9eaf3-f217-487c-b700-28362ca02ec0	चला आर्यो का टोला	catalog	38	206.52	ffprobe-duration	false	estimated-spread	pass	0
67800d7d-2832-4abd-9273-de538c1471a0	भगवा चोला बम	catalog	37	194	ffprobe-duration	false	estimated-spread	pass	0
b355bd3b-7913-40b5-8f0d-a482329e49b6	चला आर्यो का टोला	catalog	37	202.2	ffprobe-duration	false	estimated-spread	pass	0
f5f173d2-b941-4beb-8383-123e56486214	सिलेंस के पार	catalog	36	238.36	ffprobe-duration	false	estimated-spread	pass	0
a37f2f45-fd0e-4254-a6cc-1dd4376ceaa2	नाम तेरे रखे अनेक	catalog	36	238.68	ffprobe-duration	false	estimated-spread	pass	0
2b4d9843-2835-4383-b5f5-f90a9f2cde42	घुटने-छुपा एक	catalog	61	282.92	ffprobe-duration	false	estimated-spread	pass	0
f0e7033c-a246-4902-a230-945e9796c695	नाम तेरे रखे अनेक	catalog	61	287.08	ffprobe-duration	false	estimated-spread	pass	0
e553b9c9-27cd-43b9-a4e0-f97ca910e45d	तोरै ही भरोसो	catalog	1	479.4	ffprobe-duration	false	estimated-spread	pass	0
91ec0002-3ce7-418e-a969-3c1a00f9f662	नाम अनेक एक	catalog	1	479.4	ffprobe-duration	false	estimated-spread	pass	0
b25c705c-37d8-4b8f-8f80-49fc861fb6a5	नाम-छुपा दाता	catalog	37	210	ffprobe-duration	false	estimated-spread	pass	0
cb2c77c5-2aab-4459-9d5f-84c4024be973	तुझ पर ही भरोसा	catalog	37	479.4	ffprobe-duration	false	estimated-spread	pass	0
4ee44646-3967-4f0a-bbae-22021f58063f	तुझ पर ही भरोसा... तुझ पर है यक़ीन	catalog	1	479.4	ffprobe-duration	false	estimated-spread	pass	0
31e87d44-ff07-4ab5-8a2d-4381d75a2b64	Tujh Par भरोसा	catalog	1	267.36	ffprobe-duration	false	estimated-spread	pass	0
4cf08691-a7ea-40e0-bd21-8b0b272cb3f6	वो है-इसलिए मैं	catalog	12	111.64	ffprobe-duration	false	estimated-spread	pass	0
2aa5f8f0-1fd1-4473-9dd2-a3db61cfd0dc	तुझ पर ही भरोसा	catalog	12	122.08	ffprobe-duration	false	estimated-spread	pass	0
dd450e4b-6a76-42d9-8a70-2e4a0244702d	बोटी-फुर्र अरदास	catalog	56	221.4	ffprobe-duration	false	estimated-spread	pass	0
8bcb26e4-6909-4e70-9291-af3e5452bf87	बोटी-फुर्र अरदास	catalog	56	213.32	ffprobe-duration	false	estimated-spread	pass	0
f5ca7479-1bc5-4df4-a86e-e410e27b36cb	जिसकी लांबी लांबी चोटी	catalog	56	261.88	ffprobe-duration	false	estimated-spread	pass	0
12134426-c294-4dd0-9375-9f507bb1140a	इसी वाली बोटी	catalog	56	245.68	ffprobe-duration	false	estimated-spread	pass	0
bb4a0cdc-93a8-4846-a9c5-30071f2fcf78	चप्पल-झिड़कियाँ	catalog	51	217.04	ffprobe-duration	false	estimated-spread	pass	0
2dbdbe4b-7abb-4214-b3ea-768e09a3cce1	तेरी चप्पल	catalog	51	232.48	ffprobe-duration	false	estimated-spread	pass	0
e6e7cdf5-7183-436b-b56a-c8060859c0de	माँ की बेलन-झिड़कियाँ	catalog	49	201.32	ffprobe-duration	false	estimated-spread	pass	0
5d3de852-628c-4d4e-83dc-4e2d0f91338a	तेरी चप्पल	catalog	49	222.2	ffprobe-duration	false	estimated-spread	pass	0
97f6c423-1e8d-4dec-92a5-a11b38363ee4	माँ की ममता-8D	catalog	42	260.8	ffprobe-duration	false	estimated-spread	pass	0
438a6526-4837-43f4-a7e5-50ae007fa00d	माताओं के दिवस नहीं	catalog	42	294.88	ffprobe-duration	false	estimated-spread	pass	0
cf6d9e3e-ae51-435d-895a-c4d7f95ebf4d	मिट्टी-तालि उछाल	catalog	46	286.36	ffprobe-duration	false	estimated-spread	pass	0
30275318-8155-4d3f-8d49-c49ddaf3e5c1	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	catalog	46	324.2	ffprobe-duration	false	estimated-spread	pass	0
17abc34f-fad4-4b66-86f5-340e07c01725	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	catalog	47	326.8	ffprobe-duration	false	estimated-spread	pass	0
a0c2cd04-1c26-49ec-b699-610ef0a62630	बंसी की तान	catalog	47	293.28	ffprobe-duration	false	estimated-spread	pass	0
bd82b09f-8f58-4b13-8ae8-b3c88ea71ee4	बंसी तान बिरह	catalog	43	318.96	ffprobe-duration	false	estimated-spread	pass	0
cb3b5a5b-0158-437f-bb0f-a905d88de403	बंसी तान बिरह	catalog	43	300.84	ffprobe-duration	false	estimated-spread	pass	0
7f168537-a968-41cb-ba05-f17737463764	घूँघट के पट खोलि दे आली	catalog	43	327.92	ffprobe-duration	false	estimated-spread	pass	0
d8e1bbbb-d558-49bb-9961-e2caa023d9aa	बंसीधर मुकुट	catalog	43	312.44	ffprobe-duration	false	estimated-spread	pass	0
d33be684-25d7-4e85-87ef-49230095291a	श्याम-धागो धरी	catalog	16	153.12	ffprobe-duration	false	estimated-spread	pass	0
0ad49695-99db-42e9-8a89-cc45b2f0875d	कौन कहे मनुस को जनम अभागो	catalog	16	154.2	ffprobe-duration	false	estimated-spread	pass	0
20d780b6-4235-4a2e-85ae-2221c73e89ef	श्याम-धागो	catalog	16	147.48	ffprobe-duration	false	estimated-spread	pass	0
819c6001-5eb8-472a-ae59-0a0ebab6a312	श्याम-धागो	catalog	16	141.12	ffprobe-duration	false	estimated-spread	pass	0
6093fffc-e0fc-44c3-b9b9-66d4d27c8180	तोरि बंसी तान	catalog	65	323.28	ffprobe-duration	false	estimated-spread	pass	0
2ad65ecc-4658-4a67-ad4f-68cbd8705a93	तोरी बंसी की तान... सुनन को तरस गए मोरे कान।	catalog	65	479.4	ffprobe-duration	false	estimated-spread	pass	0
bc6100f3-8fad-4df5-a8c1-3cd98848d069	तोरी बंसी की तान	catalog	43	342.32	ffprobe-duration	false	estimated-spread	pass	0
bdf090e4-3d39-4d47-863b-7bd1757feb8d	बंसीधर ताज	catalog	43	341.8	ffprobe-duration	false	estimated-spread	pass	0
52095580-5eef-4721-9a8a-1f615159529c	बंसीधर का ताज	catalog	0	NULL	NULL	false	NULL	no-cues	0
36dbb97d-2e8b-4a53-bbec-f43d0afa75ad	तोरी बंसी की तान	catalog	0	NULL	NULL	false	NULL	no-cues	0
b4c47e00-23e3-4b09-aafa-1ea1cb27d65c	तोरी बंसी की तान	catalog	20	269	ffprobe-duration	false	estimated-spread	pass	0
831ce982-3173-46ec-8fde-6f2a71f624d8	तोरी बंसी तान	catalog	20	246.24	ffprobe-duration	false	estimated-spread	pass	0
24d21a4f-0895-4c56-aec7-a4bfa9864ef5	तोरी बंसीतरस	catalog	20	263.44	ffprobe-duration	false	estimated-spread	pass	0
0d0501a9-8f1f-4a21-98f0-69b8429600fd	तोरी बंसी की तान	catalog	20	268.16	ffprobe-duration	false	estimated-spread	pass	0
86a31444-8c53-4fa0-aba2-cb6ca15aaa59	बंसीधर-तोरि	catalog	20	238.24	ffprobe-duration	false	estimated-spread	pass	0
9a2ad423-1f61-4b9b-896d-68cb77193f5c	तोरी बंसी की तान	catalog	20	262.84	ffprobe-duration	false	estimated-spread	pass	0
8e2f8fd9-7f9d-4716-94c1-4bac528a767b	तेरी बंसी की तान	catalog	19	251.92	ffprobe-duration	false	estimated-spread	pass	0
c10e8a3e-5744-4640-aff1-e1378f937cc5	बंसी तान-तड़प	catalog	19	243.08	ffprobe-duration	false	estimated-spread	pass	0
40960b06-71f2-42db-a4f7-ca440d0a25be	तेरी बंसी की तान	catalog	30	479.4	ffprobe-duration	false	estimated-spread	pass	0
9f8b0cb8-2b2d-47cb-8906-259a2f1e6144	अमर शत्रुहंता	catalog	34	228.08	ffprobe-duration	false	estimated-spread	pass	0
2859728c-7217-4382-bc09-22ad41ee0de0	बंसी की तान	catalog	30	479.4	ffprobe-duration	false	estimated-spread	pass	0
4cacd011-00d8-408e-97ef-d7bfb366b23e	महाराणा क़फ़िया	catalog	34	212	ffprobe-duration	false	estimated-spread	pass	0
b39a1673-b9c4-4eda-a3c6-a9ce936d589f	वो धर्म का जाप था	catalog	40	266	ffprobe-duration	false	estimated-spread	pass	0
4e99c51c-14d1-43a5-a536-c58f63a6d5f4	Dhol Stutter March	catalog	40	236.72	ffprobe-duration	false	estimated-spread	pass	0
63dd43a7-8fe0-465d-bcaf-b5986297d7ab	प्रताप का तान	catalog	40	228.08	ffprobe-duration	false	estimated-spread	pass	0
c5f1d8b4-1e92-4d0f-9936-e632bd0922de	म्यूअर क़िला-धुआं	catalog	20	169.08	ffprobe-duration	false	estimated-spread	pass	0
21b9c825-4413-4f7f-90c9-7bcd81cc55c0	वो धर्म का जाप था	catalog	20	212.4	ffprobe-duration	false	estimated-spread	pass	0
